 TIME                    	AmbientTemperature       	TotalSolarRadiation      	BeamSolarRadiation       	DiffuseSolarRadiation    	IncidentAngle            	
 HOURS              	°C                  	KJ/hr.m2            	KJ/hr.m2            	KJ/hr.m2            	Degree              	
  +1.0590000000000000E+04	  +8.1428581476211548E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0591000000000000E+04	  +4.0336129069328308E-01	  +4.0074941873550415E+01	  +0.0000000000000000E+00	  +3.9293678283691406E+01	  +8.4688354492187500E+01	
  +1.0592000000000000E+04	  +1.2448530197143555E+00	  +3.1937030935287476E+02	  +7.3905021667480469E+01	  +2.4071260070800781E+02	  +7.4151451110839844E+01	
  +1.0593000000000000E+04	  +2.4674999713897705E+00	  +7.4809535980224609E+02	  +2.3542788696289062E+02	  +5.0199020385742188E+02	  +6.0390380859375000E+01	
  +1.0594000000000000E+04	  +3.9866669178009033E+00	  +1.2610065479278564E+03	  +4.7506066894531250E+02	  +7.6862786865234375E+02	  +4.7102306365966797E+01	
  +1.0595000000000000E+04	  +5.6427083015441895E+00	  +1.9060414085388184E+03	  +1.0108589477539062E+03	  +8.7148413085937500E+02	  +3.4896263122558594E+01	
  +1.0596000000000000E+04	  +7.4000000953674316E+00	  +2.7173626422882080E+03	  +1.8848388671875000E+03	  +8.0140344238281250E+02	  +2.5434774398803711E+01	
  +1.0597000000000000E+04	  +9.0861606597900391E+00	  +3.1972114028930664E+03	  +2.6182028808593750E+03	  +5.4417718505859375E+02	  +2.2526912689208984E+01	
  +1.0598000000000000E+04	  +1.0511963844299316E+01	  +3.1635773124694824E+03	  +2.5050356445312500E+03	  +6.2351501464843750E+02	  +2.8278137207031250E+01	
  +1.0599000000000000E+04	  +1.1123333930969238E+01	  +1.8850465450286865E+03	  +1.0813920898437500E+03	  +7.8060717773437500E+02	  +3.9023876190185547E+01	
  +1.0600000000000000E+04	  +1.1069167137145996E+01	  +1.5787899169921875E+03	  +1.0236018676757812E+03	  +5.3656793212890625E+02	  +5.1724159240722656E+01	
  +1.0601000000000000E+04	  +1.0830356597900391E+01	  +1.3188711729049683E+03	  +9.7218518066406250E+02	  +3.3164666748046875E+02	  +6.5223457336425781E+01	
  +1.0602000000000000E+04	  +9.9500007629394531E+00	  +4.3284642553329468E+02	  +2.8444714355468750E+02	  +1.4345127868652344E+02	  +7.9080154418945312E+01	
  +1.0603000000000000E+04	  +8.9852685928344727E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7167251586914062E+01	
  +1.0604000000000000E+04	  +8.2531251907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0605000000000000E+04	  +7.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0606000000000000E+04	  +6.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0607000000000000E+04	  +6.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0608000000000000E+04	  +5.2375001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0609000000000000E+04	  +4.6000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0610000000000000E+04	  +3.9500002861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0611000000000000E+04	  +3.3000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0612000000000000E+04	  +2.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0613000000000000E+04	  +1.9950000047683716E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0614000000000000E+04	  +1.3510227203369141E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0615000000000000E+04	  +8.8522726297378540E-01	  +1.3358314931392670E+01	  +0.0000000000000000E+00	  +1.3097893714904785E+01	  +8.4785171508789062E+01	
  +1.0616000000000000E+04	  +1.7750000953674316E+00	  +2.8787462377548218E+02	  +5.2148056030273438E+01	  +2.3103898620605469E+02	  +7.3931030273437500E+01	
  +1.0617000000000000E+04	  +3.0500001907348633E+00	  +5.6721892929077148E+02	  +1.0649078369140625E+02	  +4.5161340332031250E+02	  +6.0152606964111328E+01	
  +1.0618000000000000E+04	  +4.3499999046325684E+00	  +9.0542309188842773E+02	  +1.8545381164550781E+02	  +7.0584143066406250E+02	  +4.6833312988281250E+01	
  +1.0619000000000000E+04	  +5.6406250000000000E+00	  +1.1278591670989990E+03	  +2.6424859619140625E+02	  +8.4635766601562500E+02	  +3.4574989318847656E+01	
  +1.0620000000000000E+04	  +6.4603366851806641E+00	  +6.9395588588714600E+02	  +3.0645561218261719E+01	  +6.5035437011718750E+02	  +2.5043855667114258E+01	
  +1.0621000000000000E+04	  +6.4815382957458496E+00	  +5.2097426700592041E+02	  +0.0000000000000000E+00	  +5.1081784057617188E+02	  +2.2135726928710938E+01	
  +1.0622000000000000E+04	  +6.7049999237060547E+00	  +8.5203690242767334E+02	  +6.1333209991455078E+01	  +7.7566436767578125E+02	  +2.8002210617065430E+01	
  +1.0623000000000000E+04	  +7.0000000000000000E+00	  +7.2747539901733398E+02	  +6.1555191040039062E+01	  +6.5302935791015625E+02	  +3.8844947814941406E+01	
  +1.0624000000000000E+04	  +7.1999998092651367E+00	  +1.1490575237274170E+03	  +4.9631042480468750E+02	  +6.3712182617187500E+02	  +5.1600784301757812E+01	
  +1.0625000000000000E+04	  +7.3687500953674316E+00	  +9.1318039989471436E+02	  +5.4991418457031250E+02	  +3.5213320922851562E+02	  +6.5130699157714844E+01	
  +1.0626000000000000E+04	  +7.0156250000000000E+00	  +1.9297352004051208E+02	  +4.0794422149658203E+01	  +1.4924935913085938E+02	  +7.9003211975097656E+01	
  +1.0627000000000000E+04	  +6.1656250953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7335372924804688E+01	
  +1.0628000000000000E+04	  +5.2000002861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0629000000000000E+04	  +4.2000002861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0630000000000000E+04	  +3.2437500953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0631000000000000E+04	  +2.2999999523162842E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0632000000000000E+04	  +1.3500000238418579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0633000000000000E+04	  +4.1250002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0634000000000000E+04	  -6.5625005960464478E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0635000000000000E+04	  -1.7000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0636000000000000E+04	  -2.7000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0637000000000000E+04	  -3.7000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0638000000000000E+04	  -4.7507815361022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0639000000000000E+04	  -5.3867192268371582E+00	  +5.3433251976966858E+01	  +0.0000000000000000E+00	  +5.2391567230224609E+01	  +8.4881523132324219E+01	
  +1.0640000000000000E+04	  -3.6500000953674316E+00	  +7.4754818725585938E+02	  +5.0676638793945312E+02	  +2.3173216247558594E+02	  +7.3709320068359375E+01	
  +1.0641000000000000E+04	  -1.5500000715255737E+00	  +1.5207642021179199E+03	  +1.2154276123046875E+03	  +2.8840921020507812E+02	  +5.9914100646972656E+01	
  +1.0642000000000000E+04	  +5.8593755960464478E-01	  +2.3399463977813721E+03	  +1.9506525878906250E+03	  +3.6318658447265625E+02	  +4.6564094543457031E+01	
  +1.0643000000000000E+04	  +2.8828125000000000E+00	  +3.1188581695556641E+03	  +2.5397045898437500E+03	  +5.4445245361328125E+02	  +3.4253723144531250E+01	
  +1.0644000000000000E+04	  +4.8504805564880371E+00	  +3.2261646881103516E+03	  +2.7114648437500000E+03	  +4.7876171875000000E+02	  +2.4652301788330078E+01	
  +1.0645000000000000E+04	  +6.3682689666748047E+00	  +3.6193486709594727E+03	  +3.1297412109375000E+03	  +4.4969790649414062E+02	  +2.1745035171508789E+01	
  +1.0646000000000000E+04	  +7.6359372138977051E+00	  +3.4572162017822266E+03	  +3.1142121582031250E+03	  +3.0530807495117188E+02	  +2.7730154037475586E+01	
  +1.0647000000000000E+04	  +8.3283481597900391E+00	  +2.8611185874938965E+03	  +2.2316855468750000E+03	  +5.9694549560546875E+02	  +3.8670238494873047E+01	
  +1.0648000000000000E+04	  +8.1504201889038086E+00	  +1.6620452499389648E+03	  +1.0789039306640625E+03	  +5.6315399169921875E+02	  +5.1480987548828125E+01	
  +1.0649000000000000E+04	  +7.4321689605712891E+00	  +1.3187124538421631E+03	  +9.8711645507812500E+02	  +3.1636135864257812E+02	  +6.5040794372558594E+01	
  +1.0650000000000000E+04	  +6.2406249046325684E+00	  +4.8050160217285156E+02	  +3.3887234497070312E+02	  +1.3609530639648438E+02	  +7.8928428649902344E+01	
  +1.0651000000000000E+04	  +5.0499997138977051E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7504615783691406E+01	
  +1.0652000000000000E+04	  +4.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0653000000000000E+04	  +3.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0654000000000000E+04	  +2.3499999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0655000000000000E+04	  +1.4500000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0656000000000000E+04	  +5.5000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0657000000000000E+04	  -2.6250001788139343E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0658000000000000E+04	  -1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0659000000000000E+04	  -1.8000000715255737E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0660000000000000E+04	  -2.5999999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0661000000000000E+04	  -3.4000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0662000000000000E+04	  -4.1999998092651367E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0663000000000000E+04	  -4.5222220420837402E+00	  +8.4542873620986938E+01	  +8.9384994506835938E+00	  +7.4041847229003906E+01	  +8.4978248596191406E+01	
  +1.0664000000000000E+04	  -2.8441238403320312E+00	  +6.9046260833740234E+02	  +4.3108963012695312E+02	  +2.5071397399902344E+02	  +7.3488113403320312E+01	
  +1.0665000000000000E+04	  -1.0544872283935547E+00	  +1.1845852031707764E+03	  +7.3483966064453125E+02	  +4.3516195678710938E+02	  +5.9676605224609375E+01	
  +1.0666000000000000E+04	  +7.1904760599136353E-01	  +1.8777586288452148E+03	  +1.2453016357421875E+03	  +6.0999566650390625E+02	  +4.6296310424804688E+01	
  +1.0667000000000000E+04	  +2.8335165977478027E+00	  +2.9588586959838867E+03	  +2.3353444824218750E+03	  +5.8998498535156250E+02	  +3.3933944702148438E+01	
  +1.0668000000000000E+04	  +5.0370192527770996E+00	  +3.1335935592651367E+03	  +2.6045952148437500E+03	  +4.9371127319335938E+02	  +2.4261070251464844E+01	
  +1.0669000000000000E+04	  +6.2774043083190918E+00	  +2.7401546897888184E+03	  +1.8437453613281250E+03	  +8.6424731445312500E+02	  +2.1354768753051758E+01	
  +1.0670000000000000E+04	  +7.1138463020324707E+00	  +2.9620929222106934E+03	  +2.3699770507812500E+03	  +5.5891217041015625E+02	  +2.7461053848266602E+01	
  +1.0671000000000000E+04	  +7.7581815719604492E+00	  +2.7215874977111816E+03	  +2.2767109375000000E+03	  +4.1427706909179688E+02	  +3.8498424530029297E+01	
  +1.0672000000000000E+04	  +7.9609851837158203E+00	  +2.1942465381622314E+03	  +1.8897869873046875E+03	  +2.8011016845703125E+02	  +5.1363216400146484E+01	
  +1.0673000000000000E+04	  +7.6550002098083496E+00	  +1.3349767427444458E+03	  +9.9989385986328125E+02	  +3.1945761108398438E+02	  +6.4952087402343750E+01	
  +1.0674000000000000E+04	  +6.4033336639404297E+00	  +2.9930251550674438E+02	  +1.1233104705810547E+02	  +1.8273962402343750E+02	  +7.8854087829589844E+01	
  +1.0675000000000000E+04	  +5.3499999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7674072265625000E+01	
  +1.0676000000000000E+04	  +4.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0677000000000000E+04	  +3.9500002861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0678000000000000E+04	  +3.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0679000000000000E+04	  +2.5500001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0680000000000000E+04	  +1.8500000238418579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0681000000000000E+04	  +1.2166666984558105E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0682000000000000E+04	  +8.0833333730697632E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0683000000000000E+04	  +3.5000002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0684000000000000E+04	  -1.5000000596046448E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0685000000000000E+04	  -6.1153846979141235E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0686000000000000E+04	  -1.0478365421295166E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0687000000000000E+04	  -1.2781250476837158E+00	  +6.3451993346214294E+01	  +0.0000000000000000E+00	  +6.2214992523193359E+01	  +8.5074462890625000E+01	
  +1.0688000000000000E+04	  +4.9999997019767761E-01	  +7.9280491161346436E+02	  +5.4074926757812500E+02	  +2.4215963745117188E+02	  +7.3265762329101562E+01	
  +1.0689000000000000E+04	  +2.7000000476837158E+00	  +1.5218094367980957E+03	  +1.1206137695312500E+03	  +3.8316149902343750E+02	  +5.9438514709472656E+01	
  +1.0690000000000000E+04	  +4.5888891220092773E+00	  +1.7648248634338379E+03	  +1.0776794433593750E+03	  +6.6533514404296875E+02	  +4.6028476715087891E+01	
  +1.0691000000000000E+04	  +6.3000001907348633E+00	  +2.7970069656372070E+03	  +2.1724165039062500E+03	  +5.9255865478515625E+02	  +3.3614379882812500E+01	
  +1.0692000000000000E+04	  +8.2222223281860352E+00	  +3.3088390655517578E+03	  +2.9139660644531250E+03	  +3.5789318847656250E+02	  +2.3869434356689453E+01	
  +1.0693000000000000E+04	  +9.8826389312744141E+00	  +3.4426017341613770E+03	  +2.8899184570312500E+03	  +5.1375030517578125E+02	  +2.0965353012084961E+01	
  +1.0694000000000000E+04	  +1.0922916412353516E+01	  +3.0425391082763672E+03	  +2.4713188476562500E+03	  +5.3703997802734375E+02	  +2.7196254730224609E+01	
  +1.0695000000000000E+04	  +1.1398611068725586E+01	  +2.5364847793579102E+03	  +2.0649584960937500E+03	  +4.4301016235351562E+02	  +3.8331077575683594E+01	
  +1.0696000000000000E+04	  +1.1463130950927734E+01	  +2.0080770702362061E+03	  +1.6528934326171875E+03	  +3.3226657104492188E+02	  +5.1249187469482422E+01	
  +1.0697000000000000E+04	  +1.1018181800842285E+01	  +1.3299723711013794E+03	  +9.9544049072265625E+02	  +3.1877639770507812E+02	  +6.4866325378417969E+01	
  +1.0698000000000000E+04	  +9.9266233444213867E+00	  +3.4957629919052124E+02	  +1.5667175292968750E+02	  +1.8795654296875000E+02	  +7.8781982421875000E+01	
  +1.0699000000000000E+04	  +8.9500007629394531E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7844566345214844E+01	
  +1.0700000000000000E+04	  +8.1892862319946289E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0701000000000000E+04	  +7.4499998092651367E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0702000000000000E+04	  +6.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0703000000000000E+04	  +6.0500001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0704000000000000E+04	  +5.3500003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0705000000000000E+04	  +4.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0706000000000000E+04	  +3.9000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0707000000000000E+04	  +3.1499998569488525E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0708000000000000E+04	  +2.4500000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0709000000000000E+04	  +1.7111111879348755E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0710000000000000E+04	  +9.2222225666046143E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0711000000000000E+04	  +5.1111108064651489E-01	  +1.0018736422061920E+01	  +0.0000000000000000E+00	  +9.8234205245971680E+00	  +8.5170974731445312E+01	
  +1.0712000000000000E+04	  +9.8412704467773438E-01	  +1.3692273521423340E+02	  +0.0000000000000000E+00	  +1.3425341796875000E+02	  +7.3044029235839844E+01	
  +1.0713000000000000E+04	  +1.6483516693115234E+00	  +3.1392043542861938E+02	  +0.0000000000000000E+00	  +3.0780053710937500E+02	  +5.9201560974121094E+01	
  +1.0714000000000000E+04	  +2.2355768680572510E+00	  +3.7403285217285156E+02	  +0.0000000000000000E+00	  +3.6674105834960938E+02	  +4.5762268066406250E+01	
  +1.0715000000000000E+04	  +3.3017859458923340E+00	  +1.5958429145812988E+03	  +6.3489904785156250E+02	  +9.3887316894531250E+02	  +3.3296573638916016E+01	
  +1.0716000000000000E+04	  +4.7714285850524902E+00	  +1.3362996749877930E+03	  +3.0872564697265625E+02	  +1.0070658569335938E+03	  +2.3478389739990234E+01	
  +1.0717000000000000E+04	  +5.8642859458923340E+00	  +1.6837940292358398E+03	  +5.7596093750000000E+02	  +1.0843300781250000E+03	  +2.0576690673828125E+01	
  +1.0718000000000000E+04	  +6.2500000000000000E+00	  +7.3206368064880371E+02	  +3.5616035461425781E+01	  +6.8284063720703125E+02	  +2.6934829711914062E+01	
  +1.0719000000000000E+04	  +6.3500003814697266E+00	  +7.9283312797546387E+02	  +7.7105873107910156E+01	  +7.0172961425781250E+02	  +3.8166851043701172E+01	
  +1.0720000000000000E+04	  +6.1500000953674316E+00	  +2.0371432805061340E+02	  +0.0000000000000000E+00	  +1.9974290466308594E+02	  +5.1137329101562500E+01	
  +1.0721000000000000E+04	  +5.3499999046325684E+00	  +1.1354568767547607E+02	  +0.0000000000000000E+00	  +1.1133210754394531E+02	  +6.4781883239746094E+01	
  +1.0722000000000000E+04	  +4.6499996185302734E+00	  +1.0018736422061920E+01	  +0.0000000000000000E+00	  +9.8234205245971680E+00	  +7.8710433959960938E+01	
  +1.0723000000000000E+04	  +4.1270837783813477E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.8015289306640625E+01	
  +1.0724000000000000E+04	  +4.0541667938232422E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0725000000000000E+04	  +3.8937499523162842E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0726000000000000E+04	  +3.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0727000000000000E+04	  +3.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0728000000000000E+04	  +3.5062501430511475E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0729000000000000E+04	  +3.3375000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0730000000000000E+04	  +3.3062498569488525E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0731000000000000E+04	  +3.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0732000000000000E+04	  +3.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0733000000000000E+04	  +3.0375001430511475E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0734000000000000E+04	  +3.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0735000000000000E+04	  +3.0000000000000000E+00	  +6.6791574656963348E+00	  +0.0000000000000000E+00	  +6.5489468574523926E+00	  +8.5267814636230469E+01	
  +1.0736000000000000E+04	  +3.1375000476837158E+00	  +7.3470730662345886E+01	  +0.0000000000000000E+00	  +7.2038414001464844E+01	  +7.2822975158691406E+01	
  +1.0737000000000000E+04	  +3.7074999809265137E+00	  +2.1039345836639404E+02	  +0.0000000000000000E+00	  +2.0629182434082031E+02	  +5.8965839385986328E+01	
  +1.0738000000000000E+04	  +4.1514286994934082E+00	  +1.8701641082763672E+02	  +0.0000000000000000E+00	  +1.8337051391601562E+02	  +4.5497791290283203E+01	
  +1.0739000000000000E+04	  +4.1379466056823730E+00	  +9.0168624997138977E+01	  +0.0000000000000000E+00	  +8.8410781860351562E+01	  +3.2980651855468750E+01	
  +1.0740000000000000E+04	  +4.2031250000000000E+00	  +2.1373303890228271E+02	  +0.0000000000000000E+00	  +2.0956629943847656E+02	  +2.3088079452514648E+01	
  +1.0741000000000000E+04	  +4.3500003814697266E+00	  +2.2709134483337402E+02	  +0.0000000000000000E+00	  +2.2266418457031250E+02	  +2.0188978195190430E+01	
  +1.0742000000000000E+04	  +4.4499998092651367E+00	  +1.5696020245552063E+02	  +0.0000000000000000E+00	  +1.5390025329589844E+02	  +2.6676952362060547E+01	
  +1.0743000000000000E+04	  +4.5500001907348633E+00	  +3.0390166378021240E+02	  +0.0000000000000000E+00	  +2.9797708129882812E+02	  +3.8005828857421875E+01	
  +1.0744000000000000E+04	  +4.6687502861022949E+00	  +2.3043092536926270E+02	  +0.0000000000000000E+00	  +2.2593865966796875E+02	  +5.1027713775634766E+01	
  +1.0745000000000000E+04	  +4.6187500953674316E+00	  +5.6772836208343506E+01	  +0.0000000000000000E+00	  +5.5666046142578125E+01	  +6.4698806762695312E+01	
  +1.0746000000000000E+04	  +4.4000000953674316E+00	  +1.0018735468387604E+01	  +0.0000000000000000E+00	  +9.8234195709228516E+00	  +7.8639495849609375E+01	
  +1.0747000000000000E+04	  +4.2437500953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.8186096191406250E+01	
  +1.0748000000000000E+04	  +4.1000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0749000000000000E+04	  +3.9500000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0750000000000000E+04	  +3.7937500476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0751000000000000E+04	  +3.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0752000000000000E+04	  +3.5500001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
